id,category,title,brand,price_raw,price_numeric,currency,unit,moq,supplier_name,location,rating,num_reviews,lead_time_days,product_url,listed_at,description,price_per_moq
P000709,Textiles,Apex Engineering Cotton Fabric Knitted,Apex Engineering,"INR 4,729.0 per piece",4729.0,INR,piece,100,Apex Engineering (LLC),"Delhi, Delhi",3.9,59,30,https://example.com/textiles/709,2025-09-28T20:41:47.026649,Doloremque laudantium aliquid maxime minima magni unde eligendi.,47.29
P000710,Textiles,Suresh Fabrics Cotton Fabric Plain,Suresh Fabrics,"INR 3,258.0 per pack",3258.0,INR,pack,10,Suresh Fabrics (Group),"Bengaluru, Karnataka",3.4,42,3,https://example.com/textiles/710,2025-01-15T20:41:47.026682,Quidem veritatis aliquam velit sunt quasi inventore eius sunt et expedita cumque.,325.8
P000711,Industrial Machinery,Mahadev Works Hydraulic Press Model 44FC,Mahadev Works,"INR 381,800.0 per set",381800.0,INR,set,5,Mahadev Works (and Sons),"Bengaluru, Karnataka",3.8,114,7,https://example.com/industrial-machinery/711,2025-02-03T20:41:47.026733,Enim ullam voluptates quidem unde pariatur consequuntur dignissimos saepe.,76360.0
P000712,Construction Equipment,Vijay Industries Product P-209,Vijay Industries,"INR 28,440.0 per kg",28440.0,INR,kg,1,Vijay Industries (Inc),"Ahmedabad, Gujarat",4.0,64,30,https://example.com/construction-equipment/712,2025-08-17T20:41:47.026776,Modi deserunt laborum reprehenderit fuga eligendi veniam incidunt ipsam commodi iste ullam quaerat ullam blanditiis.,28440.0
P000713,Chemical Supplies,OmniPack Industrial Solvent S-674,OmniPack,"INR 136,310.0 per kg",136310.0,INR,kg,10,OmniPack (Inc),"Kolkata, West Bengal",4.3,102,1,https://example.com/chemical-supplies/713,2025-07-14T20:41:47.026818,Voluptatibus quasi blanditiis explicabo aspernatur recusandae quas eveniet magni.,13631.0
P000714,Chemical Supplies,Metro Components Industrial Solvent S-478,Metro Components,"INR 17,870.0 per kg",17870.0,INR,kg,1,Metro Components (Ltd),"Delhi, Delhi",3.4,35,1,https://example.com/chemical-supplies/714,2024-10-27T20:41:47.026859,Provident et unde inventore ut recusandae et sapiente.,17870.0
P000715,Electronics,Mahadev Works Industrial Motor M-003,Mahadev Works,"INR 7,950.0 per pack",7950.0,INR,pack,5,Mahadev Works (and Sons),"Mumbai, Maharashtra",3.7,87,30,https://example.com/electronics/715,2025-08-12T20:41:47.026910,Fugiat velit perferendis eaque corrupti repellendus quasi eligendi dicta soluta veritatis similique quibusdam a architecto nam.,1590.0
P000716,Chemical Supplies,Suresh Fabrics Industrial Solvent S-320,Suresh Fabrics,"INR 85,190.0 per piece",85190.0,INR,piece,10,Suresh Fabrics (Group),"Pune, Maharashtra",3.5,2,3,https://example.com/chemical-supplies/716,2025-01-25T20:41:47.026951,Nostrum occaecati doloremque expedita minus veritatis soluta sapiente soluta pariatur laudantium.,8519.0
P000717,Construction Equipment,Suresh Fabrics Product P-695,Suresh Fabrics,"INR 41,760.0 per kg",41760.0,INR,kg,10,Suresh Fabrics (PLC),"Kolkata, West Bengal",4.3,89,30,https://example.com/construction-equipment/717,2025-01-11T20:41:47.027000,Eos dolor vitae tempore quisquam in ipsum dolorum incidunt debitis vero optio expedita id.,4176.0
P000718,Chemical Supplies,Mahadev Works Industrial Solvent S-277,Mahadev Works,"INR 62,210.0 per kg",62210.0,INR,kg,1,Mahadev Works (PLC),"Chennai, Tamil Nadu",4.6,29,14,https://example.com/chemical-supplies/718,2025-04-11T20:41:47.027041,Porro adipisci eaque dolor sed illum natus eum perferendis illum repellat incidunt ea.,62210.0
P000720,Electronics,PrimeTextiles Industrial Motor M-952,PrimeTextiles,"INR 42,050.0 per set",42050.0,INR,set,5,PrimeTextiles (PLC),"Bengaluru, Karnataka",3.4,40,30,https://example.com/electronics/720,2025-08-15T20:41:47.027109,Accusantium quam rem at provident totam quisquam mollitia omnis maxime facere dicta culpa modi similique.,8410.0
P000721,Chemical Supplies,GigaElectro Industrial Solvent S-342,GigaElectro,"INR 75,200.0 per pack",75200.0,INR,pack,1,GigaElectro (LLC),"Mumbai, Maharashtra",4.4,44,3,https://example.com/chemical-supplies/721,2025-04-11T20:41:47.027149,Impedit mollitia dolorum accusamus sapiente quidem minima magnam recusandae aliquam eligendi ad.,75200.0
P000722,Chemical Supplies,OmniPack Industrial Solvent S-304,OmniPack,"INR 195,140.0 per kg",195140.0,INR,kg,10,OmniPack (Ltd),"Delhi, Delhi",4.9,51,14,https://example.com/chemical-supplies/722,2025-08-05T20:41:47.027194,Repellat fugiat id repellendus soluta similique asperiores magnam provident.,19514.0
P000723,Chemical Supplies,Suresh Fabrics Industrial Solvent S-600,Suresh Fabrics,"INR 32,900.0 per pack",32900.0,INR,pack,10,Suresh Fabrics (Ltd),"Faridabad, Haryana",3.8,90,7,https://example.com/chemical-supplies/723,2025-02-18T20:41:47.027235,Non corrupti quasi recusandae deserunt non est eum maiores ad earum dicta eaque omnis iusto.,3290.0
P000724,Textiles,RoboMach Cotton Fabric Knitted,RoboMach,INR 778.0 per kg,778.0,INR,kg,500,RoboMach (LLC),"Delhi, Delhi",4.5,115,1,https://example.com/textiles/724,2025-08-08T20:41:47.027265,At vitae natus laboriosam tenetur modi doloribus accusantium libero hic fuga molestias autem.,1.556
P000725,Construction Equipment,OmniPack Product P-390,OmniPack,"INR 12,570.0 per meter",12570.0,INR,meter,1,OmniPack (Group),"Surat, Gujarat",4.7,57,7,https://example.com/construction-equipment/725,2025-09-01T20:41:47.027308,Ipsum labore autem est corporis occaecati assumenda natus dignissimos velit.,12570.0
P000726,Textiles,Apex Engineering Cotton Fabric Knitted,Apex Engineering,"INR 3,224.0 per kg",3224.0,INR,kg,50,Apex Engineering (PLC),"Bengaluru, Karnataka",3.2,68,14,https://example.com/textiles/726,2024-11-06T20:41:47.027337,Assumenda illo saepe minima saepe quis animi laudantium illum qui.,64.48
P000727,Construction Equipment,Metro Components Product P-205,Metro Components,"INR 97,610.0 per set",97610.0,INR,set,10,Metro Components (Ltd),"Kolkata, West Bengal",3.8,77,30,https://example.com/construction-equipment/727,2025-09-20T20:41:47.027378,Nisi sit eaque distinctio natus laborum libero vero doloremque itaque laboriosam mollitia qui quasi ullam.,9761.0
P000728,Construction Equipment,Suresh Fabrics Product P-616,Suresh Fabrics,"INR 40,360.0 per meter",40360.0,INR,meter,50,Suresh Fabrics (and Sons),"Ahmedabad, Gujarat",3.9,1,7,https://example.com/construction-equipment/728,2025-04-25T20:41:47.027419,Cum quibusdam cumque ipsa voluptas aliquam incidunt.,807.2
P000729,Textiles,GigaElectro Cotton Fabric Printed,GigaElectro,"INR 4,378.0 per set",4378.0,INR,set,10,GigaElectro (and Sons),"Kolkata, West Bengal",4.5,53,14,https://example.com/textiles/729,2025-05-24T20:41:47.027449,Rem laborum quibusdam molestias id error ipsa eos ullam perspiciatis minima nostrum fuga officiis consequuntur minima.,437.8
P000730,Electronics,Vijay Industries Industrial Motor M-395,Vijay Industries,"INR 36,570.0 per set",36570.0,INR,set,50,Vijay Industries (PLC),"Surat, Gujarat",4.3,18,3,https://example.com/electronics/730,2025-05-16T20:41:47.027490,Dolorum iure vel unde quam sequi consequatur minima repudiandae ab impedit corrupti architecto voluptate est deleniti.,731.4
P000731,Chemical Supplies,OmniPack Industrial Solvent S-187,OmniPack,"INR 197,350.0 per pack",197350.0,INR,pack,1,OmniPack (LLC),"Hyderabad, Telangana",3.4,52,7,https://example.com/chemical-supplies/731,2025-03-20T20:41:47.027534,Aperiam iusto culpa expedita nam dolorem occaecati unde.,197350.0
P000732,Electronics,OmniPack Industrial Motor M-446,OmniPack,"INR 23,370.0 per set",23370.0,INR,set,5,OmniPack (PLC),"Chennai, Tamil Nadu",4.7,37,30,https://example.com/electronics/732,2025-02-09T20:41:47.027573,Facilis quisquam vel natus odit dicta nihil aut dolor debitis natus.,4674.0
P000733,Industrial Machinery,GigaElectro Hydraulic Press Model 28LP,GigaElectro,"INR 425,600.0 per meter",425600.0,INR,meter,1,GigaElectro (Group),"Faridabad, Haryana",4.5,28,1,https://example.com/industrial-machinery/733,2025-10-17T20:41:47.027625,Nemo sequi non vitae qui nulla tenetur distinctio a doloremque dolor ut.,425600.0
P000734,Electronics,GigaElectro Industrial Motor M-922,GigaElectro,"INR 15,360.0 per piece",15360.0,INR,piece,50,GigaElectro (and Sons),"Pune, Maharashtra",4.0,62,3,https://example.com/electronics/734,2025-10-04T20:41:47.027672,Soluta eum tempore amet maiores ipsam pariatur eveniet magnam blanditiis nam fugiat harum labore.,307.2
P000735,Industrial Machinery,GigaElectro Hydraulic Press Model 48uH,GigaElectro,"INR 271,900.0 per pack",271900.0,INR,pack,1,GigaElectro (Inc),"Ahmedabad, Gujarat",4.2,72,14,https://example.com/industrial-machinery/735,2025-06-08T20:41:47.027719,Sapiente veritatis veniam rerum quae saepe natus laudantium ratione placeat nam ipsa expedita ad facilis iure.,271900.0
P000736,Construction Equipment,Mahadev Works Product P-563,Mahadev Works,"INR 97,450.0 per kg",97450.0,INR,kg,1,Mahadev Works (PLC),"Faridabad, Haryana",4.5,2,7,https://example.com/construction-equipment/736,2025-07-27T20:41:47.027761,Soluta ullam deleniti fugiat ut voluptatum deserunt facere deserunt nesciunt eveniet tenetur totam magnam accusamus.,97450.0
P000737,Packaging,Apex Engineering Corrugated Box Single Wall,Apex Engineering,INR 646.0 per set,646.0,INR,set,1000,Apex Engineering (LLC),"Ahmedabad, Gujarat",3.5,34,7,https://example.com/packaging/737,2025-03-18T20:41:47.027793,Officia odit id voluptatum provident earum animi.,0.646
P000738,Construction Equipment,Suresh Fabrics Product P-907,Suresh Fabrics,"INR 5,820.0 per pack",5820.0,INR,pack,10,Suresh Fabrics (PLC),"Delhi, Delhi",4.1,98,3,https://example.com/construction-equipment/738,2025-08-31T20:41:47.027834,Iste cupiditate quibusdam officia molestias aut fuga nostrum quae provident debitis sed assumenda rerum blanditiis ipsam.,582.0
P000742,Construction Equipment,OmniPack Product P-044,OmniPack,"INR 70,520.0 per meter",70520.0,INR,meter,1,OmniPack (PLC),"Kolkata, West Bengal",4.8,14,3,https://example.com/construction-equipment/742,2025-10-10T20:41:47.027962,Blanditiis iure saepe assumenda ut at ullam delectus assumenda et occaecati accusantium.,70520.0
P000743,Chemical Supplies,Suresh Fabrics Industrial Solvent S-203,Suresh Fabrics,"INR 63,690.0 per set",63690.0,INR,set,5,Suresh Fabrics (Ltd),"Kolkata, West Bengal",4.8,76,30,https://example.com/chemical-supplies/743,2025-04-26T20:41:47.028010,Itaque soluta velit est perspiciatis velit sint quibusdam qui est fugit enim.,12738.0
P000744,Electronics,GigaElectro Industrial Motor M-429,GigaElectro,"INR 1,920.0 per set",1920.0,INR,set,1,GigaElectro (LLC),"Chennai, Tamil Nadu",4.7,18,3,https://example.com/electronics/744,2025-05-14T20:41:47.028053,Dolorem deleniti sunt debitis eos possimus eaque laudantium neque expedita odit ipsum occaecati.,1920.0
P000745,Electronics,Nova Chemicals Industrial Motor M-209,Nova Chemicals,"INR 6,950.0 per meter",6950.0,INR,meter,1,Nova Chemicals (Group),"Delhi, Delhi",3.3,99,14,https://example.com/electronics/745,2025-03-12T20:41:47.028095,Modi distinctio praesentium expedita repellat recusandae dignissimos praesentium magnam.,6950.0
P000746,Industrial Machinery,Nova Chemicals Hydraulic Press Model 41GX,Nova Chemicals,"INR 98,500.0 per pack",98500.0,INR,pack,5,Nova Chemicals (and Sons),"Mumbai, Maharashtra",4.0,116,7,https://example.com/industrial-machinery/746,2025-09-26T20:41:47.028140,Dolor ea ullam maxime occaecati labore iusto eum natus omnis temporibus.,19700.0
P000747,Industrial Machinery,GigaElectro Hydraulic Press Model 51Ow,GigaElectro,"INR 350,400.0 per piece",350400.0,INR,piece,1,GigaElectro (Inc),"Surat, Gujarat",3.6,115,3,https://example.com/industrial-machinery/747,2025-07-16T20:41:47.028185,In ex officia aut totam esse iure delectus accusantium.,350400.0
P000748,Construction Equipment,Suresh Fabrics Product P-979,Suresh Fabrics,"INR 3,900.0 per kg",3900.0,INR,kg,1,Suresh Fabrics (PLC),"Surat, Gujarat",3.8,20,30,https://example.com/construction-equipment/748,2024-12-09T20:41:47.028226,Quasi labore doloribus quam nobis laboriosam illo aliquam ut doloremque vel unde autem.,3900.0
P000749,Electronics,OmniPack Industrial Motor M-649,OmniPack,"INR 28,730.0 per pack",28730.0,INR,pack,1,OmniPack (Group),"Mumbai, Maharashtra",4.2,91,3,https://example.com/electronics/749,2025-05-27T20:41:47.028267,Adipisci maiores ullam suscipit vitae velit dicta voluptas quibusdam consectetur ex vero voluptas est quisquam reiciendis.,28730.0
P000750,Electronics,OmniPack Industrial Motor M-762,OmniPack,INR 710.0 per set,710.0,INR,set,1,OmniPack (Group),"Faridabad, Haryana",4.7,60,7,https://example.com/electronics/750,2024-10-26T20:41:47.028308,Omnis dicta cupiditate esse delectus similique ipsa.,710.0
P000752,Electronics,Vijay Industries Industrial Motor M-673,Vijay Industries,"INR 6,090.0 per piece",6090.0,INR,piece,10,Vijay Industries (Inc),"Kolkata, West Bengal",3.4,17,14,https://example.com/electronics/752,2025-04-17T20:41:47.028376,Consectetur quis consequatur quo tempore reprehenderit quas incidunt hic asperiores laborum qui nesciunt.,609.0
P000753,Construction Equipment,GigaElectro Product P-392,GigaElectro,"INR 56,160.0 per piece",56160.0,INR,piece,1,GigaElectro (and Sons),"Ahmedabad, Gujarat",4.1,49,7,https://example.com/construction-equipment/753,2025-02-27T20:41:47.028420,Facere magnam a nobis id aspernatur dolorem libero aliquid error at fugit.,56160.0
P000756,Electronics,Vijay Industries Industrial Motor M-978,Vijay Industries,"INR 20,330.0 per set",20330.0,INR,set,1,Vijay Industries (LLC),"Delhi, Delhi",3.9,25,7,https://example.com/electronics/756,2025-07-08T20:41:47.028522,Quae sapiente voluptas beatae debitis incidunt quis sit aspernatur ab veniam provident ducimus maiores.,20330.0
P000758,Textiles,Vijay Industries Cotton Fabric Printed,Vijay Industries,"INR 2,405.0 per meter",2405.0,INR,meter,500,Vijay Industries (Group),"Faridabad, Haryana",3.7,98,14,https://example.com/textiles/758,2025-08-24T20:41:47.028585,Ipsum error alias beatae quasi minus id.,4.81
P000759,Industrial Machinery,GigaElectro Hydraulic Press Model 21Ig,GigaElectro,"INR 270,200.0 per set",270200.0,INR,set,1,GigaElectro (and Sons),"Mumbai, Maharashtra",3.4,6,1,https://example.com/industrial-machinery/759,2025-02-05T20:41:47.028628,Odio inventore earum voluptas porro doloribus repudiandae rerum quasi.,270200.0
P000760,Construction Equipment,Apex Engineering Product P-897,Apex Engineering,"INR 97,240.0 per pack",97240.0,INR,pack,10,Apex Engineering (Inc),"Ahmedabad, Gujarat",3.5,79,30,https://example.com/construction-equipment/760,2025-08-30T20:41:47.028669,Eveniet alias non quam repellat aut maiores quas.,9724.0
P000761,Industrial Machinery,OmniPack Hydraulic Press Model 54Bz,OmniPack,"INR 395,400.0 per set",395400.0,INR,set,2,OmniPack (Inc),"Pune, Maharashtra",4.4,62,30,https://example.com/industrial-machinery/761,2025-06-07T20:41:47.028713,Veniam ducimus officiis sunt saepe inventore blanditiis deleniti ea.,197700.0
P000762,Packaging,Suresh Fabrics Corrugated Box Single Wall,Suresh Fabrics,"INR 1,906.0 per meter",1906.0,INR,meter,100,Suresh Fabrics (LLC),"Delhi, Delhi",3.9,40,14,https://example.com/packaging/762,2025-03-06T20:41:47.028745,Maiores sequi doloribus reiciendis fugiat labore quis ipsa quia quod eius perferendis non tenetur perspiciatis earum.,19.06
P000763,Chemical Supplies,Apex Engineering Industrial Solvent S-630,Apex Engineering,"INR 8,510.0 per kg",8510.0,INR,kg,10,Apex Engineering (Group),"Chennai, Tamil Nadu",4.1,17,7,https://example.com/chemical-supplies/763,2025-04-02T20:41:47.028785,Eius iure ratione odio atque dolore quae dolore nostrum.,851.0
P000764,Chemical Supplies,Metro Components Industrial Solvent S-979,Metro Components,"INR 114,630.0 per pack",114630.0,INR,pack,5,Metro Components (Group),"Faridabad, Haryana",4.2,60,30,https://example.com/chemical-supplies/764,2025-07-30T20:41:47.028826,Eveniet harum ut accusamus excepturi expedita ipsam iure quia distinctio possimus perferendis ducimus adipisci sequi voluptas.,22926.0
P000766,Industrial Machinery,Apex Engineering Hydraulic Press Model 04JV,Apex Engineering,"INR 315,700.0 per kg",315700.0,INR,kg,1,Apex Engineering (Group),"Ahmedabad, Gujarat",4.7,74,1,https://example.com/industrial-machinery/766,2024-12-02T20:41:47.028907,Fugiat modi fugiat veniam commodi id distinctio beatae enim sint.,315700.0
P000767,Textiles,Vijay Industries Cotton Fabric Plain,Vijay Industries,"INR 2,169.0 per meter",2169.0,INR,meter,100,Vijay Industries (Ltd),"Ahmedabad, Gujarat",3.3,31,3,https://example.com/textiles/767,2025-06-20T20:41:47.028939,Mollitia explicabo dolor tempore eius quo occaecati optio porro odio odio magnam minus.,21.69
P000768,Construction Equipment,GigaElectro Product P-367,GigaElectro,"INR 59,660.0 per piece",59660.0,INR,piece,50,GigaElectro (Group),"Pune, Maharashtra",3.4,21,1,https://example.com/construction-equipment/768,2025-01-16T20:41:47.028983,Repudiandae ipsum unde debitis enim minus ex iure cupiditate tenetur fugit.,1193.2
P000769,Textiles,Apex Engineering Cotton Fabric Printed,Apex Engineering,"INR 3,306.0 per pack",3306.0,INR,pack,500,Apex Engineering (Ltd),"Faridabad, Haryana",4.8,34,1,https://example.com/textiles/769,2024-10-27T20:41:47.029013,Voluptate illum odio nulla consequuntur nulla voluptatum nobis quasi veniam eveniet dolorum necessitatibus.,6.612
P000770,Chemical Supplies,RoboMach Industrial Solvent S-715,RoboMach,"INR 6,400.0 per meter",6400.0,INR,meter,5,RoboMach (Inc),"Surat, Gujarat",3.9,73,1,https://example.com/chemical-supplies/770,2025-02-10T20:41:47.029055,Sunt omnis mollitia sint sed cum fuga soluta cupiditate vel ullam eum eos tempora dignissimos itaque.,1280.0
P000771,Industrial Machinery,Nova Chemicals Hydraulic Press Model 39Cp,Nova Chemicals,"INR 201,200.0 per kg",201200.0,INR,kg,5,Nova Chemicals (and Sons),"Chennai, Tamil Nadu",4.3,46,14,https://example.com/industrial-machinery/771,2025-07-07T20:41:47.029106,Magnam beatae nobis ex ullam culpa iure vitae ab adipisci perspiciatis sint voluptatum similique.,40240.0
P000772,Chemical Supplies,Metro Components Industrial Solvent S-164,Metro Components,"INR 168,400.0 per set",168400.0,INR,set,10,Metro Components (Ltd),"Pune, Maharashtra",3.7,38,30,https://example.com/chemical-supplies/772,2025-03-27T20:41:47.029147,Commodi quod officia modi ad laboriosam quas eos id reprehenderit quisquam facilis quaerat maiores officiis.,16840.0
P000773,Electronics,RoboMach Industrial Motor M-611,RoboMach,"INR 37,270.0 per pack",37270.0,INR,pack,1,RoboMach (and Sons),"Delhi, Delhi",4.3,34,1,https://example.com/electronics/773,2025-01-01T20:41:47.029188,Quidem neque recusandae quam facilis omnis consequuntur doloribus laboriosam eaque ex.,37270.0
P000775,Electronics,Vijay Industries Industrial Motor M-494,Vijay Industries,"INR 20,410.0 per pack",20410.0,INR,pack,50,Vijay Industries (PLC),"Chennai, Tamil Nadu",4.8,80,30,https://example.com/electronics/775,2025-07-15T20:41:47.029262,Quis corporis enim dolore fuga facilis eos.,408.2
P000778,Chemical Supplies,Suresh Fabrics Industrial Solvent S-252,Suresh Fabrics,"INR 172,320.0 per set",172320.0,INR,set,1,Suresh Fabrics (PLC),"Hyderabad, Telangana",3.7,36,3,https://example.com/chemical-supplies/778,2025-06-09T20:41:47.029363,Et fugiat sint laborum cumque minima cupiditate tempore accusamus veniam exercitationem est dolore eius.,172320.0
P000779,Construction Equipment,RoboMach Product P-135,RoboMach,"INR 24,380.0 per piece",24380.0,INR,piece,1,RoboMach (Group),"Chennai, Tamil Nadu",3.5,31,7,https://example.com/construction-equipment/779,2025-02-23T20:41:47.029404,Necessitatibus odit accusamus quia reprehenderit ratione tempore qui facilis adipisci occaecati veritatis magni earum.,24380.0
P000780,Chemical Supplies,OmniPack Industrial Solvent S-881,OmniPack,"INR 198,280.0 per piece",198280.0,INR,piece,5,OmniPack (Inc),"Bengaluru, Karnataka",3.5,17,1,https://example.com/chemical-supplies/780,2025-06-08T20:41:47.029446,Necessitatibus dolorum ducimus qui porro officiis doloribus porro itaque aliquam non mollitia at deleniti.,39656.0
P000781,Textiles,OmniPack Cotton Fabric Plain,OmniPack,"INR 3,239.0 per meter",3239.0,INR,meter,10,OmniPack (Inc),"Mumbai, Maharashtra",3.3,114,1,https://example.com/textiles/781,2025-05-11T20:41:47.029476,Minima aperiam dolorem nesciunt neque iure modi quos eum.,323.9
P000783,Industrial Machinery,RoboMach Hydraulic Press Model 96hU,RoboMach,"INR 380,500.0 per pack",380500.0,INR,pack,1,RoboMach (Group),"Surat, Gujarat",4.9,119,30,https://example.com/industrial-machinery/783,2025-06-12T20:41:47.029549,Nihil odio quidem voluptatibus dolorum illum earum occaecati eveniet laboriosam.,380500.0
P000784,Chemical Supplies,Metro Components Industrial Solvent S-444,Metro Components,"INR 49,140.0 per kg",49140.0,INR,kg,1,Metro Components (PLC),"Ahmedabad, Gujarat",4.7,94,14,https://example.com/chemical-supplies/784,2025-06-20T20:41:47.029589,Exercitationem perspiciatis magnam numquam beatae quidem delectus ab tempora magni.,49140.0
P000785,Chemical Supplies,Nova Chemicals Industrial Solvent S-722,Nova Chemicals,"INR 30,570.0 per set",30570.0,INR,set,1,Nova Chemicals (Inc),"Pune, Maharashtra",4.0,32,30,https://example.com/chemical-supplies/785,2025-09-20T20:41:47.029632,Perferendis atque similique exercitationem porro reprehenderit deserunt autem doloremque esse esse quisquam iusto.,30570.0
P000786,Chemical Supplies,OmniPack Industrial Solvent S-493,OmniPack,"INR 76,190.0 per kg",76190.0,INR,kg,1,OmniPack (PLC),"Faridabad, Haryana",4.0,87,3,https://example.com/chemical-supplies/786,2025-05-29T20:41:47.029675,Eum deleniti id cupiditate culpa optio eveniet maiores labore.,76190.0
P000787,Electronics,Suresh Fabrics Industrial Motor M-964,Suresh Fabrics,"INR 24,020.0 per kg",24020.0,INR,kg,10,Suresh Fabrics (and Sons),"Mumbai, Maharashtra",4.4,115,30,https://example.com/electronics/787,2025-10-01T20:41:47.029715,Iusto sequi esse corporis ex explicabo quia ipsum incidunt hic impedit.,2402.0
P000788,Construction Equipment,Apex Engineering Product P-606,Apex Engineering,"INR 69,380.0 per set",69380.0,INR,set,50,Apex Engineering (LLC),"Pune, Maharashtra",4.2,39,7,https://example.com/construction-equipment/788,2024-11-02T20:41:47.029761,Voluptate quisquam accusantium provident dignissimos quaerat eos fuga eum.,1387.6
P000789,Industrial Machinery,OmniPack Hydraulic Press Model 65JJ,OmniPack,"INR 440,100.0 per meter",440100.0,INR,meter,2,OmniPack (Ltd),"Mumbai, Maharashtra",4.8,50,7,https://example.com/industrial-machinery/789,2025-05-17T20:41:47.029807,Reiciendis nulla ipsam earum asperiores cum quam velit nihil veritatis.,220050.0
P000790,Industrial Machinery,Nova Chemicals Hydraulic Press Model 06ST,Nova Chemicals,"INR 183,800.0 per meter",183800.0,INR,meter,1,Nova Chemicals (Group),"Ahmedabad, Gujarat",4.8,98,14,https://example.com/industrial-machinery/790,2025-10-01T20:41:47.029853,Eius non fugiat aut odit eius fuga unde beatae consequatur.,183800.0
P000792,Construction Equipment,GigaElectro Product P-359,GigaElectro,"INR 51,130.0 per meter",51130.0,INR,meter,10,GigaElectro (PLC),"Surat, Gujarat",4.5,70,7,https://example.com/construction-equipment/792,2025-02-28T20:41:47.029925,Nam repellendus porro consequuntur quo sit praesentium qui vero facere quo.,5113.0
P000793,Construction Equipment,Apex Engineering Product P-325,Apex Engineering,"INR 76,440.0 per set",76440.0,INR,set,50,Apex Engineering (Group),"Kolkata, West Bengal",4.6,17,1,https://example.com/construction-equipment/793,2025-03-27T20:41:47.029965,Itaque ex perspiciatis provident ducimus quibusdam ad blanditiis illum id.,1528.8
P000794,Electronics,GigaElectro Industrial Motor M-708,GigaElectro,"INR 16,030.0 per piece",16030.0,INR,piece,1,GigaElectro (Inc),"Chennai, Tamil Nadu",3.6,91,3,https://example.com/electronics/794,2024-12-18T20:41:47.030012,Fuga natus voluptatum vero sit eveniet molestiae eligendi ex architecto asperiores at nam beatae culpa.,16030.0
P000795,Construction Equipment,Vijay Industries Product P-819,Vijay Industries,"INR 79,470.0 per meter",79470.0,INR,meter,10,Vijay Industries (Group),"Kolkata, West Bengal",4.8,17,7,https://example.com/construction-equipment/795,2025-07-22T20:41:47.030058,Officiis deleniti asperiores placeat repellendus iure suscipit voluptatibus corrupti ex delectus nemo iste quos qui veniam.,7947.0
P000796,Construction Equipment,RoboMach Product P-069,RoboMach,"INR 82,850.0 per set",82850.0,INR,set,10,RoboMach (LLC),"Delhi, Delhi",3.9,23,14,https://example.com/construction-equipment/796,2025-04-08T20:41:47.030099,Numquam harum ab eum corrupti sequi nesciunt.,8285.0
P000798,Construction Equipment,PrimeTextiles Product P-851,PrimeTextiles,"INR 5,930.0 per meter",5930.0,INR,meter,50,PrimeTextiles (LLC),"Surat, Gujarat",3.7,11,7,https://example.com/construction-equipment/798,2025-07-23T20:41:47.030178,Unde omnis dicta cum voluptatibus doloremque ullam quo ad soluta velit commodi.,118.6
P000800,Textiles,GigaElectro Cotton Fabric Knitted,GigaElectro,"INR 2,496.0 per meter",2496.0,INR,meter,50,GigaElectro (Group),"Bengaluru, Karnataka",4.3,105,7,https://example.com/textiles/800,2024-11-06T20:41:47.030240,Repellendus at cupiditate totam quam commodi quidem blanditiis laudantium non quibusdam et deleniti voluptates reiciendis facere.,49.92
P000801,Electronics,Vijay Industries Industrial Motor M-481,Vijay Industries,"INR 9,430.0 per piece",9430.0,INR,piece,5,Vijay Industries (Group),"Pune, Maharashtra",5.0,30,30,https://example.com/electronics/801,2025-03-02T20:41:47.030282,Ab rem id similique explicabo veniam saepe.,1886.0
P000802,Electronics,Suresh Fabrics Industrial Motor M-643,Suresh Fabrics,"INR 29,350.0 per piece",29350.0,INR,piece,50,Suresh Fabrics (Ltd),"Mumbai, Maharashtra",4.0,111,7,https://example.com/electronics/802,2024-10-29T20:41:47.030321,Officiis repellat soluta accusamus vitae quas tempore aliquid.,587.0
P000803,Chemical Supplies,Nova Chemicals Industrial Solvent S-329,Nova Chemicals,"INR 143,240.0 per meter",143240.0,INR,meter,10,Nova Chemicals (Inc),"Surat, Gujarat",3.7,12,30,https://example.com/chemical-supplies/803,2025-09-18T20:41:47.030361,Maxime consequuntur iusto aliquam nisi distinctio qui eos nulla.,14324.0
P000804,Industrial Machinery,Suresh Fabrics Hydraulic Press Model 26ll,Suresh Fabrics,"INR 469,000.0 per kg",469000.0,INR,kg,2,Suresh Fabrics (PLC),"Surat, Gujarat",4.9,102,30,https://example.com/industrial-machinery/804,2024-10-20T20:41:47.030406,Quia repellat delectus soluta autem cum libero esse numquam.,234500.0
P000805,Construction Equipment,Apex Engineering Product P-495,Apex Engineering,"INR 1,530.0 per pack",1530.0,INR,pack,50,Apex Engineering (Inc),"Hyderabad, Telangana",3.7,50,7,https://example.com/construction-equipment/805,2025-08-12T20:41:47.030450,Ex suscipit alias sit totam aliquid fugiat.,30.6
P000806,Packaging,Apex Engineering Corrugated Box Single Wall,Apex Engineering,INR 528.0 per meter,528.0,INR,meter,1000,Apex Engineering (PLC),"Ahmedabad, Gujarat",4.8,16,1,https://example.com/packaging/806,2025-05-09T20:41:47.030480,Cumque aut expedita dolore in architecto voluptas iure impedit tempore ipsam sequi repellat a labore.,0.528
